Year,GEOID,Name,FI_Rate,CostPerMeal,Percent_EMPLOYMENT_STATUS_Civilian_labor_force_Unemployment_Rate,Percent_INCOME_AND_BENEFITS_IN_2022_INFLATIONADJUSTED_DOLLARS_Total_households_Less_than_10000,Percent_INCOME_AND_BENEFITS_IN_2022_INFLATIONADJUSTED_DOLLARS_Total_households_10000_to_14999,Percent_INCOME_AND_BENEFITS_IN_2022_INFLATIONADJUSTED_DOLLARS_Total_households_15000_to_24999,Percent_INCOME_AND_BENEFITS_IN_2022_INFLATIONADJUSTED_DOLLARS_Total_households_25000_to_34999,Percent_INCOME_AND_BENEFITS_IN_2022_INFLATIONADJUSTED_DOLLARS_Total_households_35000_to_49999,Percent_INCOME_AND_BENEFITS_IN_2022_INFLATIONADJUSTED_DOLLARS_Total_households_50000_to_74999,Percent_INCOME_AND_BENEFITS_IN_2022_INFLATIONADJUSTED_DOLLARS_Total_households_75000_to_99999,Percent_INCOME_AND_BENEFITS_IN_2022_INFLATIONADJUSTED_DOLLARS_Total_households_100000_to_149999,Percent_INCOME_AND_BENEFITS_IN_2022_INFLATIONADJUSTED_DOLLARS_Total_households_With_Social_Security,Percent_INCOME_AND_BENEFITS_IN_2022_INFLATIONADJUSTED_DOLLARS_Total_households_With_retirement_income,Percent_INCOME_AND_BENEFITS_IN_2022_INFLATIONADJUSTED_DOLLARS_Total_households_With_Food_Stamp.SNAP_benefits_in_the_past_12_months,Estimate_EDUCATIONAL_ATTAINMENT_Population_25_years_and_over_Less_than_9th_grade,Estimate_EDUCATIONAL_ATTAINMENT_Population_25_years_and_over_High_school_graduate_includes_equivalency,Estimate_EDUCATIONAL_ATTAINMENT_Population_25_years_and_over_Bachelors_degree,Percent_VEHICLES_AVAILABLE_Occupied_housing_units_No_vehicles_available,Percent_VEHICLES_AVAILABLE_Occupied_housing_units_1_vehicle_available,Percent_VEHICLES_AVAILABLE_Occupied_housing_units_2_vehicles_available,Percent_GROSS_RENT_AS_A_PERCENTAGE_OF_HOUSEHOLD_INCOME_GRAPI_Occupied_units_paying_rent_excluding_units_where_GRAPI_cannot_be_computed_Less_than_15.0_percent,Percent_GROSS_RENT_AS_A_PERCENTAGE_OF_HOUSEHOLD_INCOME_GRAPI_Occupied_units_paying_rent_excluding_units_where_GRAPI_cannot_be_computed_30.0_to_34.9_percent,Percent_GROSS_RENT_AS_A_PERCENTAGE_OF_HOUSEHOLD_INCOME_GRAPI_Occupied_units_paying_rent_excluding_units_where_GRAPI_cannot_be_computed_35.0_percent_or_more,Percent_SEX_AND_AGE_Total_population_Female,age19AndUnder,Percent_SEX_AND_AGE_Total_population_20_to_24_years,Percent_SEX_AND_AGE_Total_population_25_to_34_years,Percent_SEX_AND_AGE_Total_population_45_to_54_years,Percent_SEX_AND_AGE_Total_population_55_to_59_years,Percent_SEX_AND_AGE_Total_population_60_to_64_years,age65AndOver,Percent_HISPANIC_OR_LATINO_AND_RACE_Total_population_Hispanic_or_Latino_of_any_race,Percent_HISPANIC_OR_LATINO_AND_RACE_Total_population_Not_Hispanic_or_Latino_White_alone,Percent_HISPANIC_OR_LATINO_AND_RACE_Total_population_Not_Hispanic_or_Latino_Black_or_African_American_alone,Percent_HISPANIC_OR_LATINO_AND_RACE_Total_population_Not_Hispanic_or_Latino_Asian_alone
2016,51027,"Buchanan County, Virginia",15.8,2.81,9.7,14.3,9.1,19.9,12.6,12.7,14.1,8.6,6.4,54.3,20.1,20.0,2769.0,6090.0,1082.0,7.8,28.9,38.0,18.9,8.7,48.1,49.6,20.0,5.3,11.8,15.5,9.5,6.6,19.3,0.3,95.4,2.8,0.5
2016,51035,"Carroll County, Virginia",10.0,2.89,5.3,8.1,9.2,15.0,15.2,15.4,19.4,9.2,6.0,42.5,22.7,12.7,1454.0,7649.0,2109.0,5.8,30.0,36.2,16.4,11.5,32.0,49.9,21.4,4.9,9.6,14.8,8.3,7.3,21.7,3.0,95.3,0.7,0.2
2016,51045,"Craig County, Virginia",9.9,3.13,5.6,10.3,11.0,10.9,15.8,11.1,12.7,10.6,16.9,43.6,29.6,17.2,261.0,1825.0,389.0,6.5,26.1,32.1,10.4,6.4,16.7,51.7,21.4,2.4,12.7,17.0,6.2,8.9,19.6,0.0,98.1,0.2,0.2
2016,51051,"Dickenson County, Virginia",14.7,2.95,7.2,13.5,9.8,18.8,12.9,11.9,15.0,9.3,6.6,53.7,23.8,21.8,1478.0,3753.0,692.0,11.4,27.4,38.7,15.7,10.1,54.7,48.9,21.9,5.9,11.5,14.0,7.9,7.3,18.8,0.7,98.0,0.8,0.0
2016,51063,"Floyd County, Virginia",8.5,3.05,6.9,6.6,6.4,11.7,9.7,18.8,20.1,12.9,9.9,42.1,20.6,11.8,896.0,4035.0,1234.0,3.3,26.1,30.5,29.8,11.8,22.6,50.7,22.6,4.2,10.1,15.0,7.0,8.7,20.4,2.7,93.7,2.2,0.0
2016,51067,"Franklin County, Virginia",10.0,2.97,6.4,5.9,6.9,11.4,11.4,15.4,20.9,11.7,10.6,41.7,23.0,11.0,2252.0,13505.0,5183.0,4.7,24.3,35.5,17.3,10.4,34.6,50.9,22.5,5.7,10.3,14.4,7.6,8.0,20.7,2.7,87.1,8.2,0.2
2016,51071,"Giles County, Virginia",9.6,3.19,4.7,4.1,6.3,14.8,9.5,18.2,22.4,11.0,10.3,40.5,30.1,8.6,823.0,4731.0,1133.0,6.1,29.1,36.3,23.4,12.3,26.5,51.2,22.9,5.6,10.2,14.7,6.3,7.5,19.9,1.5,95.2,2.5,0.3
2016,51077,"Grayson County, Virginia",11.4,2.98,7.1,9.7,12.5,17.4,15.2,14.2,15.7,7.6,6.1,46.7,17.5,16.0,1004.0,4600.0,878.0,6.7,31.6,34.5,14.8,3.0,39.5,50.8,19.7,5.0,9.8,15.0,8.6,7.4,23.2,2.9,93.5,2.3,0.1
2016,51089,"Henry County, Virginia",13.9,2.8,9.4,9.5,9.3,15.8,15.4,15.9,16.7,8.5,6.4,44.0,22.6,19.8,2712.0,12674.0,2828.0,6.4,31.7,32.9,19.5,10.6,33.7,51.9,22.2,5.1,9.8,15.0,8.1,6.8,21.7,5.2,70.4,22.1,0.6
2016,51105,"Lee County, Virginia",14.8,2.85,12.3,13.5,10.2,17.5,11.9,14.1,17.4,8.4,5.3,53.2,22.5,24.1,2070.0,6405.0,1372.0,8.6,31.4,34.3,15.6,9.7,43.3,47.5,20.7,5.2,13.0,14.0,8.6,6.2,18.6,1.8,92.9,4.1,0.2
2016,51121,"Montgomery County, Virginia",14.0,3.46,4.6,11.6,5.8,11.6,7.4,13.9,17.8,11.4,11.4,23.4,16.8,7.5,1768.0,11870.0,12136.0,5.0,31.7,37.2,12.5,7.6,48.2,48.2,25.5,19.1,14.0,10.3,4.5,5.0,11.0,3.0,84.2,4.1,6.2
2016,51141,"Patrick County, Virginia",12.3,2.98,7.7,9.3,10.0,16.0,13.8,14.7,18.7,9.5,5.8,45.2,22.6,15.2,950.0,4806.0,1180.0,4.2,31.6,33.2,19.0,10.6,42.6,50.7,19.9,5.2,8.1,15.1,8.9,7.2,23.8,2.7,90.0,5.8,0.3
2016,51143,"Pittsylvania County, Virginia",12.4,3.06,6.7,7.7,7.4,12.6,12.5,18.5,17.2,12.3,8.5,41.3,22.6,14.7,2975.0,16347.0,4326.0,5.5,26.7,33.0,18.7,7.0,38.0,50.8,22.0,5.4,9.9,15.5,8.1,7.6,19.8,2.4,74.3,21.1,0.4
2016,51155,"Pulaski County, Virginia",11.0,3.0,6.7,7.8,6.0,10.8,10.0,15.9,22.7,12.6,9.9,39.5,27.0,12.5,1587.0,8651.0,3026.0,6.8,29.3,37.0,22.3,6.9,30.8,50.2,20.5,5.3,10.7,15.3,7.7,7.3,20.8,1.5,91.1,5.3,0.3
2016,51161,"Roanoke County, Virginia",7.8,3.29,4.8,4.7,3.7,8.4,9.6,13.9,20.9,14.8,14.9,37.4,24.1,6.4,1975.0,17271.0,15057.0,4.6,29.2,37.8,19.9,6.9,31.1,52.0,23.0,5.5,10.5,14.3,7.3,7.1,19.6,2.7,86.9,5.7,2.8
2016,51167,"Russell County, Virginia",11.4,2.95,6.6,9.6,9.1,15.8,11.4,13.7,17.4,12.4,8.5,53.0,21.3,17.6,2514.0,7219.0,1793.0,7.2,28.3,32.1,23.4,5.8,45.0,51.0,21.7,5.8,11.0,14.8,8.3,7.4,18.6,1.1,96.8,1.0,0.1
2016,51169,"Scott County, Virginia",11.4,2.67,7.8,10.3,9.3,15.6,10.7,17.0,16.6,9.2,8.8,49.3,24.1,17.4,1657.0,6290.0,1440.0,8.8,24.6,36.1,17.7,4.0,48.4,49.7,20.8,5.4,10.7,14.4,7.5,7.7,21.4,1.3,96.9,0.7,0.3
2016,51173,"Smyth County, Virginia",11.9,2.89,7.3,10.4,9.2,13.7,12.0,15.5,18.3,10.3,7.9,41.2,22.5,17.4,1790.0,8706.0,2033.0,8.6,32.4,34.8,22.7,10.4,35.4,50.4,22.1,5.9,10.6,14.3,7.5,7.3,20.0,1.9,94.4,2.1,0.3
2016,51185,"Tazewell County, Virginia",12.7,2.84,8.3,8.8,8.5,15.9,13.3,15.6,15.0,9.8,8.9,47.1,22.7,17.8,3099.0,10853.0,2971.0,8.3,29.6,36.6,21.9,6.2,35.7,50.4,21.8,5.8,11.4,13.8,8.2,7.4,19.2,0.9,94.1,3.0,0.4
2016,51191,"Washington County, Virginia",9.7,2.98,6.4,7.6,6.1,14.3,13.0,13.9,19.5,11.2,8.7,43.4,21.7,12.2,2761.0,12791.0,6182.0,5.8,30.3,36.9,16.8,9.2,34.8,50.5,21.5,5.6,10.4,14.7,8.0,7.2,20.3,1.4,95.5,1.3,0.6
2016,51195,"Wise County, Virginia",14.9,2.95,10.4,11.5,9.4,15.8,12.2,13.6,17.4,9.7,6.7,49.5,22.2,20.0,3031.0,9156.0,2489.0,10.9,31.0,37.2,13.2,6.1,51.5,48.3,23.0,7.3,13.5,13.6,6.7,7.4,15.8,1.2,91.9,5.1,0.4
2016,51197,"Wythe County, Virginia",11.5,3.04,7.5,7.9,9.0,15.5,10.1,14.1,18.5,11.5,9.7,41.5,24.9,16.0,1596.0,7886.0,2286.0,8.5,26.9,36.6,23.5,8.6,38.8,51.2,21.9,5.3,10.9,14.5,7.2,7.5,19.7,1.1,94.1,3.4,0.7
2016,51520,"Bristol city, Virginia",14.1,2.95,8.7,10.9,9.5,16.3,12.3,15.1,17.6,7.1,7.9,41.4,19.2,22.6,629.0,4162.0,1883.0,12.6,39.6,34.0,15.3,9.5,42.4,53.4,23.3,5.9,12.7,13.6,6.9,6.5,19.5,2.0,88.1,6.7,0.1
2016,51580,"Covington city, Virginia",14.3,2.87,5.2,13.5,6.1,13.2,17.8,14.9,19.3,9.0,3.8,41.3,19.9,16.8,173.0,1626.0,274.0,7.1,43.9,28.5,13.8,6.5,40.8,48.6,23.2,7.4,8.7,13.9,6.6,6.5,20.0,1.3,81.5,14.5,0.6
2016,51590,"Danville city, Virginia",20.4,2.65,11.8,12.9,9.0,15.5,14.0,15.5,14.2,8.8,6.4,38.9,20.4,26.3,2158.0,8207.0,3343.0,17.2,36.7,28.3,17.9,8.0,37.8,54.3,24.3,6.9,12.1,12.6,7.0,7.3,19.6,3.6,44.4,48.8,1.1
2016,51640,"Galax city, Virginia",12.7,2.98,6.6,15.4,12.6,14.1,11.7,15.5,15.3,7.7,6.1,37.2,16.7,25.7,433.0,1861.0,262.0,17.4,33.0,32.6,14.2,1.8,46.4,52.0,24.3,3.7,10.3,15.9,7.0,5.4,21.8,17.5,74.2,6.9,0.1
2016,51690,"Martinsville city, Virginia",20.9,2.79,10.0,14.3,9.7,17.2,11.0,12.7,14.6,8.7,7.5,42.1,20.6,24.7,736.0,2764.0,1068.0,15.3,36.3,32.0,19.1,7.3,41.7,54.1,24.8,5.4,10.2,13.6,6.8,6.8,20.6,4.7,46.6,46.5,0.3
2016,51720,"Norton city, Virginia",17.6,2.86,13.6,19.2,9.1,20.0,8.5,15.1,13.8,7.5,5.1,39.9,20.6,28.4,182.0,649.0,339.0,10.9,44.3,33.5,19.3,6.7,46.2,55.7,21.6,8.0,15.0,11.9,6.2,9.1,15.4,2.6,86.3,6.0,3.3
2016,51750,"Radford city, Virginia",20.7,3.27,9.2,20.7,10.8,11.9,9.4,15.6,13.3,5.6,9.8,26.0,13.6,11.7,372.0,1768.0,1434.0,9.5,33.3,31.5,5.9,8.3,54.1,50.3,28.8,27.7,10.6,8.0,4.9,3.7,8.0,3.0,83.0,9.9,1.8
2016,51770,"Roanoke city, Virginia",16.7,2.82,7.4,10.1,8.0,14.8,12.3,14.8,18.4,10.2,7.2,31.8,16.5,18.5,4076.0,22044.0,10039.0,13.3,39.5,31.1,14.9,8.2,42.5,52.2,23.9,6.2,15.4,13.4,6.5,6.6,14.9,6.0,60.1,28.1,2.7
2016,51775,"Salem city, Virginia",9.5,3.19,5.0,4.7,4.8,10.6,12.6,13.9,22.0,12.9,11.4,34.5,23.0,10.3,667.0,5118.0,2836.0,6.0,37.2,33.3,13.6,7.3,38.6,52.9,25.1,7.8,11.7,13.3,6.9,6.6,17.8,3.3,85.7,7.4,1.9
2017,51005,"Alleghany County, Virginia",12.0,3.03,4.4,10.7,6.4,13.6,8.0,14.0,17.8,13.2,11.2,43.8,26.3,13.5,523.0,4490.0,1192.0,6.0,29.5,33.0,18.3,3.5,43.2,51.0,21.5,5.0,10.0,14.1,7.8,7.8,23.1,1.4,91.9,5.5,0.1
2017,51019,"Bedford County, Virginia",8.2,3.18,4.4,5.6,4.5,8.0,9.5,13.3,21.1,13.6,15.3,39.3,24.5,7.7,1963.0,17014.0,9826.0,3.6,21.6,40.5,22.3,7.8,34.8,50.8,22.6,5.5,9.3,15.4,8.2,7.9,19.8,2.0,88.2,7.0,1.3
2017,51021,"Bland County, Virginia",8.5,2.88,6.7,7.8,3.7,12.8,10.2,20.7,15.7,14.1,12.1,45.4,24.4,10.8,259.0,2026.0,550.0,5.3,26.7,34.0,18.2,1.1,55.2,44.6,18.0,5.1,11.8,15.3,6.9,7.6,20.5,0.5,94.3,4.8,0.0
2017,51023,"Botetourt County, Virginia",6.9,3.28,3.8,4.4,4.4,8.2,9.3,12.0,19.0,14.1,18.0,39.2,22.7,4.5,772.0,7929.0,4467.0,3.9,21.2,36.7,14.9,11.0,30.9,50.5,22.1,5.0,9.3,16.0,8.8,7.6,20.6,1.6,93.0,3.0,0.9
2017,51027,"Buchanan County, Virginia",15.1,2.83,8.6,14.9,9.4,18.8,12.7,11.7,14.2,9.7,5.5,53.6,20.8,20.3,2416.0,6174.0,1132.0,7.4,31.7,35.9,21.2,10.5,41.2,49.7,19.7,5.3,11.5,15.4,9.4,6.8,20.0,0.3,95.4,2.8,0.5
2017,51035,"Carroll County, Virginia",10.0,3.17,3.8,6.5,8.6,14.8,13.3,16.9,19.4,10.0,8.0,44.5,23.2,12.1,1683.0,7512.0,2310.0,5.1,30.5,35.2,20.8,10.5,33.4,49.6,21.7,4.8,9.8,14.5,8.4,7.3,22.4,3.1,95.0,0.2,0.1
2017,51045,"Craig County, Virginia",8.8,3.08,4.1,6.9,11.4,9.6,6.9,13.6,14.3,16.2,20.3,43.9,25.0,15.0,145.0,1595.0,548.0,8.1,23.2,30.7,14.2,7.9,15.3,50.8,20.1,4.9,10.5,17.8,6.2,7.5,21.3,0.0,99.4,0.1,0.0
2017,51051,"Dickenson County, Virginia",14.1,2.93,5.6,14.9,9.7,17.9,14.1,14.1,11.8,8.6,6.2,56.8,23.4,22.9,1442.0,4138.0,626.0,11.5,28.7,36.3,14.5,7.2,54.2,49.1,21.8,5.3,11.4,13.5,7.8,7.4,20.0,0.8,97.8,0.8,0.0
2017,51063,"Floyd County, Virginia",8.5,3.01,5.5,6.1,5.4,10.8,11.5,17.9,19.2,12.2,13.3,42.5,20.7,10.0,812.0,3823.0,1388.0,4.1,23.8,30.4,33.8,15.8,20.2,49.7,22.1,4.3,10.2,14.9,7.0,8.6,20.9,2.8,93.7,2.5,0.0
2017,51067,"Franklin County, Virginia",10.1,2.92,5.4,7.1,6.7,9.7,11.5,14.1,19.8,12.6,11.8,41.6,23.3,10.2,2162.0,13399.0,5050.0,4.3,24.8,36.6,23.7,9.2,34.2,50.9,22.2,5.7,10.2,14.2,7.7,8.2,21.4,2.7,87.1,7.9,0.4
2017,51071,"Giles County, Virginia",9.5,3.12,4.8,3.5,6.5,13.9,10.4,16.1,25.0,12.3,9.0,40.9,28.5,7.8,664.0,4627.0,1219.0,6.5,28.9,36.0,26.8,11.4,25.3,51.0,22.4,5.5,10.7,14.6,6.4,7.5,20.6,1.6,95.1,2.4,0.2
2017,51077,"Grayson County, Virginia",11.7,2.97,7.4,10.0,11.4,16.8,14.5,14.9,15.1,7.7,7.7,46.1,19.1,14.1,1008.0,4602.0,1139.0,6.6,29.1,36.2,16.1,3.0,42.2,49.9,19.3,5.3,10.4,15.0,8.4,7.1,22.7,3.1,90.8,3.8,0.2
2017,51089,"Henry County, Virginia",13.9,2.72,8.7,8.4,9.5,15.5,14.6,16.4,17.4,9.0,6.5,44.9,23.3,19.4,2777.0,12907.0,3045.0,6.8,31.6,31.6,17.1,10.4,33.2,51.8,21.4,5.5,9.9,14.8,8.1,7.0,22.5,5.2,70.3,21.7,0.7
2017,51105,"Lee County, Virginia",14.4,2.85,11.4,13.5,11.0,17.4,10.7,13.2,16.7,8.7,6.4,53.4,22.3,25.4,1948.0,6094.0,1311.0,10.2,31.1,34.0,16.5,8.4,47.0,47.6,20.6,5.1,13.1,14.0,8.9,6.2,19.0,2.0,92.8,4.4,0.1
2017,51121,"Montgomery County, Virginia",13.8,3.44,4.3,11.3,5.0,10.2,7.7,12.5,17.6,12.8,13.0,24.5,17.1,6.9,1535.0,12512.0,12139.0,5.4,30.5,37.1,15.0,7.1,46.0,48.4,26.3,17.5,14.2,10.5,4.3,5.2,11.6,3.1,83.9,4.3,6.5
2017,51141,"Patrick County, Virginia",11.9,2.95,6.6,8.1,9.9,16.9,12.0,14.5,17.9,11.0,6.5,47.0,21.9,16.1,980.0,4642.0,1223.0,4.3,28.9,34.6,19.5,9.1,44.1,50.6,19.6,5.0,8.6,14.9,8.9,7.1,24.5,2.8,89.9,5.5,0.3
2017,51143,"Pittsylvania County, Virginia",12.4,3.13,6.7,7.6,7.2,13.1,11.7,17.7,18.0,12.2,9.4,41.4,22.6,14.6,2777.0,16105.0,4273.0,5.4,27.7,33.6,18.7,5.9,39.3,51.0,21.7,5.3,10.1,15.2,8.0,7.8,20.4,2.5,74.2,21.1,0.4
2017,51155,"Pulaski County, Virginia",11.1,2.89,6.9,7.0,6.0,10.9,10.8,15.7,21.4,12.5,10.8,40.3,24.8,12.8,1378.0,8475.0,3088.0,7.1,29.4,36.8,23.2,7.4,26.5,50.0,20.2,5.5,10.7,15.2,7.5,7.7,21.4,1.6,90.9,4.7,0.7
2017,51161,"Roanoke County, Virginia",8.0,3.21,4.8,4.7,3.7,7.3,9.2,13.4,21.3,14.5,15.8,37.8,23.8,7.1,2049.0,17279.0,15458.0,4.6,29.0,37.6,17.9,5.5,32.3,52.0,22.9,5.6,10.7,14.2,7.1,7.3,19.8,2.8,86.5,5.8,2.9
2017,51167,"Russell County, Virginia",11.4,2.92,6.8,10.0,9.2,14.0,11.4,14.8,18.0,11.7,8.6,54.1,22.2,16.2,2337.0,7233.0,1899.0,6.5,26.5,32.6,23.4,4.7,42.2,51.1,21.6,5.4,11.1,14.4,8.0,8.1,19.3,1.3,96.8,0.9,0.1
2017,51169,"Scott County, Virginia",10.7,2.75,6.2,11.3,7.3,14.8,11.5,16.6,17.5,10.3,7.7,50.7,23.2,16.6,1557.0,6204.0,1513.0,9.1,24.3,38.0,21.4,3.3,43.7,49.8,20.7,5.0,10.7,14.3,6.7,8.5,22.3,1.3,96.9,0.8,0.3
2017,51173,"Smyth County, Virginia",12.0,2.89,6.3,10.4,7.5,13.5,12.9,15.6,18.9,10.4,8.0,43.0,23.0,17.2,1620.0,8624.0,2027.0,9.2,32.6,33.6,19.8,10.5,37.2,50.8,21.7,5.7,11.2,14.3,7.1,7.6,20.5,2.0,94.3,2.3,0.5
2017,51185,"Tazewell County, Virginia",11.5,2.82,7.8,8.8,6.9,15.0,12.9,16.5,16.2,9.9,9.2,48.1,23.8,16.6,2793.0,11081.0,2940.0,8.1,30.4,36.8,21.9,7.7,30.8,50.7,21.8,5.7,10.9,13.9,8.0,7.6,19.8,0.9,94.0,3.0,0.5
2017,51191,"Washington County, Virginia",10.0,3.01,6.4,7.9,6.3,13.2,11.9,14.7,18.3,11.5,10.8,44.6,22.7,12.8,2658.0,12914.0,5780.0,5.6,30.4,38.1,17.9,7.7,34.9,50.7,21.3,5.5,10.4,14.5,8.0,7.3,21.0,1.5,95.4,1.4,0.6
2017,51195,"Wise County, Virginia",13.9,2.89,9.6,10.3,8.1,15.9,13.4,13.8,18.3,9.6,6.6,49.1,22.4,20.6,2836.0,8932.0,2394.0,9.5,32.8,36.4,12.8,6.8,47.8,47.9,22.9,7.0,13.4,13.5,6.9,7.3,16.3,1.2,91.7,5.3,0.5
2017,51197,"Wythe County, Virginia",10.9,2.97,6.2,7.0,8.0,13.1,10.5,14.6,20.2,12.8,9.2,43.4,24.1,13.7,1457.0,8123.0,2377.0,7.2,25.4,37.2,24.2,6.0,37.6,51.1,22.0,5.2,10.8,14.5,7.3,7.6,20.0,1.1,94.0,3.2,0.7
2017,51520,"Bristol city, Virginia",14.5,2.95,7.7,11.8,7.4,16.5,11.5,14.8,19.8,6.2,8.4,43.0,20.8,21.9,585.0,4108.0,1842.0,13.0,37.2,33.0,12.5,9.2,47.0,53.3,23.1,5.3,12.7,13.2,7.2,6.5,19.7,0.5,87.9,7.7,0.0
2017,51580,"Covington city, Virginia",14.1,2.81,5.6,11.8,7.0,12.0,18.0,18.2,13.5,11.5,5.0,44.2,21.4,19.3,179.0,1645.0,343.0,6.3,41.4,30.7,7.8,8.8,47.9,49.3,22.6,8.2,7.5,13.2,5.3,7.9,21.7,2.0,81.5,13.0,1.5
2017,51590,"Danville city, Virginia",19.9,2.61,10.1,11.3,9.0,15.4,14.4,16.6,14.3,8.3,7.1,39.2,21.7,24.4,2084.0,8203.0,3438.0,16.7,36.9,28.6,18.9,8.4,37.2,54.4,24.2,6.8,12.5,12.3,6.9,7.4,19.8,3.9,43.7,48.7,1.0
2017,51640,"Galax city, Virginia",12.3,2.87,5.5,13.7,10.5,15.9,14.8,11.4,15.6,8.4,6.9,41.5,15.7,19.9,412.0,1824.0,286.0,15.3,31.7,37.6,13.2,2.6,46.2,51.3,22.9,3.0,9.6,15.4,6.6,6.9,23.0,14.7,76.4,7.2,0.1
2017,51690,"Martinsville city, Virginia",20.3,2.76,8.3,13.4,9.5,14.3,14.1,11.7,14.3,9.4,7.5,39.0,22.3,24.4,601.0,2742.0,1193.0,14.6,38.1,30.4,21.1,9.8,36.7,54.7,25.3,5.8,10.9,12.9,7.0,6.8,19.3,5.1,45.6,46.8,0.2
2017,51720,"Norton city, Virginia",16.7,2.86,13.5,20.0,6.6,21.1,7.9,13.9,18.1,5.3,4.6,45.1,22.8,33.0,145.0,700.0,368.0,12.2,43.7,37.2,11.2,7.6,47.4,58.1,23.1,5.8,14.0,8.5,7.1,8.7,16.9,0.9,90.0,3.8,3.7
2017,51750,"Radford city, Virginia",19.6,3.21,7.5,17.8,10.0,13.0,8.2,14.3,15.4,7.7,10.3,29.5,14.7,9.7,455.0,1752.0,1410.0,8.4,36.8,28.8,6.8,8.4,51.8,50.9,28.0,28.3,10.4,7.9,5.8,3.2,8.5,2.9,83.3,9.3,1.6
2017,51770,"Roanoke city, Virginia",16.4,2.8,6.6,9.7,8.1,13.5,11.8,15.1,18.6,11.0,7.3,32.0,16.6,19.0,4349.0,22079.0,9955.0,13.6,39.3,31.5,14.5,7.6,42.1,52.1,23.9,6.3,15.4,13.0,6.5,6.7,15.4,6.0,59.5,28.0,3.0
2017,51775,"Salem city, Virginia",9.5,3.09,4.7,4.0,3.2,9.9,12.0,16.1,21.4,13.6,11.8,36.1,23.4,9.7,653.0,5401.0,2995.0,6.2,36.3,33.3,11.8,8.6,36.5,53.2,24.5,8.2,11.5,13.0,7.1,6.7,18.5,3.2,85.8,7.2,1.9
2018,51005,"Alleghany County, Virginia",13.7,3.09,5.6,9.7,6.5,13.1,9.7,13.0,17.5,13.6,11.4,45.4,28.4,13.5,505.0,4507.0,1172.0,6.3,32.5,29.7,15.1,4.0,45.4,50.8,21.2,5.0,10.3,13.9,8.0,7.9,23.3,1.4,91.5,5.4,0.1
2018,51019,"Bedford County, Virginia",8.8,3.23,4.0,4.8,4.0,8.6,9.6,12.5,21.1,14.4,15.4,39.3,24.9,6.8,1777.0,17665.0,9901.0,3.4,22.0,39.4,22.5,7.9,36.8,50.8,22.2,5.3,9.6,15.2,8.0,8.2,20.4,2.1,87.9,6.8,1.4
2018,51021,"Bland County, Virginia",9.7,2.9,7.1,5.8,5.0,13.1,11.7,13.4,17.7,14.5,14.9,45.0,23.0,10.1,183.0,1980.0,642.0,3.9,25.4,33.1,12.9,3.2,56.5,45.1,18.8,4.2,11.4,15.2,7.9,6.7,21.8,0.7,96.3,1.8,0.1
2018,51023,"Botetourt County, Virginia",8.0,3.37,3.9,4.8,3.5,8.0,7.8,12.0,19.0,13.3,19.2,41.1,24.7,4.3,847.0,7829.0,4313.0,3.7,21.0,36.7,19.9,10.8,32.5,50.7,22.0,5.1,9.5,15.6,8.1,8.3,21.2,1.6,92.9,3.0,0.8
2018,51027,"Buchanan County, Virginia",18.4,2.97,8.1,14.2,7.9,21.1,12.4,11.1,15.6,9.4,5.5,55.1,20.8,19.9,2230.0,6017.0,1108.0,7.3,32.9,34.2,20.6,10.5,34.4,49.6,19.8,5.0,11.7,15.2,8.7,7.3,20.6,0.4,95.1,2.9,0.8
2018,51035,"Carroll County, Virginia",11.8,3.24,3.5,7.1,8.1,13.1,10.6,18.1,22.1,10.5,6.8,46.6,21.9,11.4,1771.0,8033.0,2177.0,4.8,29.0,34.8,25.8,11.7,35.8,49.7,20.7,4.8,10.4,14.4,7.8,7.8,23.1,3.3,94.7,0.4,0.1
2018,51045,"Craig County, Virginia",10.2,3.1,1.4,6.6,7.5,7.3,9.0,17.5,14.0,15.9,18.4,43.4,26.3,12.4,194.0,1686.0,551.0,6.5,29.7,30.6,12.4,7.8,15.1,51.1,18.1,5.3,13.6,17.2,5.6,7.6,23.2,0.0,99.6,0.1,0.0
2018,51051,"Dickenson County, Virginia",17.2,2.99,5.6,15.5,9.6,18.4,14.2,12.1,12.2,7.8,7.0,56.9,24.1,22.1,1278.0,4066.0,696.0,10.9,31.7,34.3,16.1,5.7,52.5,49.3,21.6,5.3,11.4,13.3,8.4,6.8,20.7,0.9,97.7,0.7,0.1
2018,51063,"Floyd County, Virginia",9.2,3.06,2.4,6.7,5.9,12.1,9.6,15.8,18.6,13.0,13.7,43.9,21.6,8.5,682.0,3852.0,1521.0,4.0,23.6,30.3,27.9,16.6,22.2,50.1,22.3,4.3,9.9,14.9,6.7,8.8,21.8,3.0,93.4,1.8,0.2
2018,51067,"Franklin County, Virginia",11.3,3.02,5.0,6.8,6.9,9.4,11.0,14.2,20.0,12.0,12.7,43.1,21.9,10.6,1892.0,14203.0,5082.0,4.6,23.0,37.1,20.2,9.2,37.3,51.0,22.0,5.4,10.3,14.1,7.5,8.3,22.3,2.8,87.0,7.8,0.4
